net,length_um
alu_out\[6\],11.165
_02084_,11.16
_03995_,11.16
_04343_,11.16
_04495_,11.16
_05331_,11.16
_06142_,11.16
_06788_,11.16
cpuregs\[21\]\[25\],11.16
mem_ready,11.15
_04511_,11.14
_04845_,11.14
_05889_,11.14
net979,11.14
net1531,11.14
net1640,11.14
_02645_,11.12
_04887_,11.12
_05510_,11.12
_07195_,11.12
_01771_,11.1
_05129_,11.1
_05841_,11.1
cpuregs\[20\]\[23\],11.1
_02762_,11.08
_04655_,11.08
count_instr\[13\],11.08
cpuregs\[29\]\[11\],11.08
cpuregs\[30\]\[2\],11.08
cpuregs\[9\]\[26\],11.08
net992,11.08
net1357,11.08
_01087_,11.065
_02077_,11.06
cpuregs\[31\]\[25\],11.06
net730,11.06
net829,11.06
net957,11.06
_01480_,11.045
_02350_,11.04
_03184_,11.04
_03200_,11.04
_05827_,11.04
_06008_,11.04
_06191_,11.04
cpuregs\[19\]\[31\],11.04
cpuregs\[21\]\[31\],11.04
net1345,11.04
net1550,11.04
_01031_,11.035
_03233_,11.02
_06504_,11.02
_07150_,11.02
_01826_,11
_02869_,11
_03623_,11
mem_addr[18],11
mem_addr[29],11
mem_addr[5],11
mem_addr[6],11
mem_la_addr[17],11
mem_la_addr[20],11
mem_la_addr[21],11
mem_la_wdata[17],11
mem_wdata[12],11
pcpi_rs1[23],11
pcpi_rs1[2],11
pcpi_rs2[12],11
pcpi_rs2[22],11
pcpi_rs2[25],11
net862,11
mem_addr[25],10.99
_00188_,10.985
_03790_,10.98
_05778_,10.98
_06863_,10.98
_01534_,10.975
pcpi_rs2[15],10.97
alu_out\[7\],10.965
_01695_,10.96
_01852_,10.96
_02193_,10.96
_02486_,10.96
_02736_,10.96
_03097_,10.96
_05810_,10.96
_06068_,10.96
_06450_,10.96
cpuregs\[25\]\[1\],10.96
cpuregs\[27\]\[7\],10.96
_01094_,10.955
_02458_,10.955
cpuregs\[6\]\[12\],10.945
net599,10.94
_06293_,10.93
_03239_,10.92
_03650_,10.92
_05537_,10.92
_05873_,10.92
_05971_,10.92
_06215_,10.92
net352,10.91
_02633_,10.9
_02876_,10.9
_02902_,10.9
_03054_,10.9
_03068_,10.9
_04342_,10.9
_04854_,10.9
_06131_,10.9
_06288_,10.9
net44,10.9
net407,10.9
net1161,10.9
_02883_,10.88
_04302_,10.88
_05722_,10.88
_06234_,10.88
mem_rdata[13],10.88
mem_rdata[18],10.88
net162,10.88
cpuregs\[2\]\[9\],10.865
_05256_,10.86
_06277_,10.86
_06390_,10.86
_07466_,10.86
net1243,10.86
net417,10.84
net1457,10.84
_00122_,10.825
_01199_,10.825
_01561_,10.82
_05465_,10.82
_05943_,10.82
cpuregs\[17\]\[8\],10.82
cpuregs\[29\]\[23\],10.82
_03513_,10.8
_04125_,10.8
_07524_,10.8
net1089,10.8
_00470_,10.785
_01397_,10.785
_01504_,10.785
_01574_,10.78
_01997_,10.78
_04617_,10.78
_06516_,10.78
_06726_,10.78
_06751_,10.78
_06817_,10.78
net795,10.78
net1139,10.78
_02467_,10.76
mem_rdata[21],10.76
mem_rdata[23],10.76
mem_rdata[27],10.76
net1028,10.76
_00494_,10.745
_01656_,10.74
_02196_,10.74
_02396_,10.74
_02812_,10.74
_03413_,10.74
_03482_,10.74
_03614_,10.74
_03923_,10.74
_04144_,10.74
_05418_,10.74
_06326_,10.74
_06866_,10.74
cpuregs\[21\]\[23\],10.74
net788,10.74
net867,10.74
net1177,10.74
net1201,10.74
_01133_,10.725
_02372_,10.725
_01724_,10.72
_06826_,10.72
alu_out_q\[1\],10.72
net1289,10.72
net1664,10.72
_04517_,10.71
_01499_,10.705
_01515_,10.705
_04867_,10.7
_05267_,10.7
_05367_,10.7
_06162_,10.7
_07179_,10.7
_04684_,10.68
_05613_,10.68
alu_out_q\[22\],10.68
cpuregs\[21\]\[21\],10.68
net587,10.68
net673,10.68
net725,10.68
net951,10.68
net1022,10.68
_02472_,10.67
_00588_,10.66
_01631_,10.66
_02352_,10.66
_04338_,10.66
_04368_,10.66
_04484_,10.66
_04611_,10.66
_05125_,10.66
_05781_,10.66
_05986_,10.66
_06245_,10.66
_07481_,10.66
net600,10.66
net639,10.66
net1507,10.66
_00075_,10.64
_04595_,10.64
_04817_,10.64
_06977_,10.64
cpuregs\[30\]\[9\],10.64
instr_auipc,10.64
reg_out\[2\],10.64
net152,10.64
net531,10.64
net936,10.64
net1031,10.64
net1045,10.64
net1224,10.64
net1352,10.64
_02914_,10.62
net1497,10.62
_01145_,10.605
_01406_,10.605
_01872_,10.6
_05930_,10.6
_07127_,10.6
_04286_,10.58
_05611_,10.58
_06011_,10.58
_06503_,10.58
net819,10.58
net835,10.58
net1579,10.58
_04919_,10.56
_04920_,10.56
_04994_,10.56
net252,10.56
net1013,10.56
_03064_,10.54
_03393_,10.54
_07491_,10.54
net431,10.54
_06262_,10.525
_02903_,10.52
_04319_,10.52
net883,10.52
net1355,10.52
_00352_,10.505
_01295_,10.505
_01483_,10.505
_02313_,10.5
_02830_,10.5
_05834_,10.5
_05922_,10.5
_05980_,10.5
_06028_,10.5
net1534,10.5
_00704_,10.485
_03067_,10.48
_05511_,10.48
_01134_,10.465
_06640_,10.46
_07037_,10.46
cpuregs\[30\]\[29\],10.46
_00681_,10.44
_01619_,10.44
_03236_,10.44
_03545_,10.44
_06241_,10.44
_07399_,10.44
_01588_,10.42
_07232_,10.42
mem_rdata[24],10.42
mem_rdata[29],10.42
mem_rdata[5],10.42
net1058,10.42
_00325_,10.405
_01779_,10.4
_03075_,10.4
_03179_,10.4
_04063_,10.4
_04348_,10.4
_05166_,10.4
_05277_,10.4
_05467_,10.4
_07099_,10.4
cpuregs\[29\]\[27\],10.4
_01382_,10.385
_02497_,10.38
_02513_,10.38
_02641_,10.38
is_jalr_addi_slti_sltiu_xori_ori_andi,10.38
_00672_,10.365
_01558_,10.36
_03726_,10.36
_03783_,10.36
_06439_,10.36
_07118_,10.36
_07164_,10.36
_07384_,10.36
_02046_,10.34
_03011_,10.34
_04808_,10.34
_05729_,10.34
pcpi_rs1[24],10.34
_01700_,10.32
_01840_,10.32
_02038_,10.32
_02713_,10.32
_04349_,10.32
_05053_,10.32
_05156_,10.32
_06093_,10.32
_06321_,10.32
_06335_,10.32
_06435_,10.32
_06959_,10.32
_07322_,10.32
net792,10.32
net1312,10.32
net1334,10.32
net1605,10.32
net1644,10.32
_01012_,10.3
_02536_,10.28
_04020_,10.28
_04620_,10.28
_04772_,10.28
_05269_,10.28
_07123_,10.28
_07299_,10.28
_07574_,10.28
cpuregs\[28\]\[1\],10.28
cpuregs\[30\]\[5\],10.28
net363,10.28
net874,10.28
net1047,10.28
_04871_,10.27
_03352_,10.26
_07428_,10.26
_01165_,10.245
_01954_,10.24
_02481_,10.24
_02774_,10.24
_02895_,10.24
_03118_,10.24
_03249_,10.24
_03900_,10.24
_03960_,10.24
_04880_,10.24
_07415_,10.24
_07569_,10.24
_00798_,10.22
_01789_,10.22
_05976_,10.22
mem_wdata[0],10.22
net817,10.22
net1005,10.22
net1501,10.22
net1577,10.22
_02610_,10.21
_02690_,10.2
_05358_,10.2
alu_out_q\[27\],10.2
net812,10.2
net1038,10.2
net1460,10.2
_00589_,10.185
_07115_,10.18
net695,10.18
net1518,10.18
_06805_,10.16
net625,10.16
net1018,10.16
net1191,10.16
_02602_,10.14
_05573_,10.14
_06372_,10.14
_06791_,10.14
net722,10.14
net1043,10.14
net1147,10.14
_03431_,10.12
_05503_,10.12
net358,10.12
net1105,10.12
resetn,10.11
_00630_,10.105
_01354_,10.1
_01796_,10.1
_02414_,10.1
_07439_,10.1
net436,10.1
net1263,10.1
_00237_,10.08
_07211_,10.08
_07493_,10.08
mem_la_addr[28],10.08
mem_la_wdata[11],10.08
mem_la_wdata[12],10.08
mem_la_wdata[29],10.08
mem_wdata[8],10.08
_05077_,10.06
net1130,10.06
net1185,10.06
net1551,10.06
_00348_,10.045
_00491_,10.045
_01260_,10.045
_01396_,10.045
_00525_,10.04
_02918_,10.04
_03170_,10.04
_03628_,10.04
_04374_,10.04
_05182_,10.04
_05402_,10.04
_05899_,10.04
_06252_,10.04
cpuregs\[16\]\[1\],10.04
cpuregs\[22\]\[23\],10.04
cpuregs\[25\]\[25\],10.04
cpuregs\[30\]\[23\],10.04
cpuregs\[19\]\[11\],10.02
_04674_,10
_04904_,10
_05811_,10
_01737_,9.98
_01856_,9.98
_02670_,9.98
_04669_,9.98
_05085_,9.98
pcpi_rs2[0],9.98
pcpi_rs2[23],9.98
reg_out\[22\],9.98
net432,9.98
net1631,9.98
_04615_,9.96
_04988_,9.96
_05812_,9.96
net433,9.96
_00528_,9.945
_01573_,9.94
_01629_,9.94
_01822_,9.94
_02041_,9.94
_05284_,9.94
_05771_,9.94
_07328_,9.94
_07419_,9.94
decoded_rd\[1\],9.94
net366,9.94
net1021,9.94
_02189_,9.92
_03388_,9.92
_03633_,9.92
_04691_,9.92
_06179_,9.92
cpuregs\[21\]\[13\],9.92
cpuregs\[28\]\[23\],9.92
_00127_,9.905
_01054_,9.905
_01547_,9.9
_03149_,9.9
_04557_,9.9
_05627_,9.9
_05790_,9.9
_07532_,9.9
_02438_,9.88
_03762_,9.88
_04076_,9.88
_04720_,9.88
_05065_,9.88
_05688_,9.88
_05894_,9.88
_07059_,9.88
_01761_,9.86
_01800_,9.86
_02118_,9.86
_03122_,9.86
_03180_,9.86
_04882_,9.86
_05033_,9.86
_05495_,9.86
_06237_,9.86
_06329_,9.86
_07533_,9.86
mem_la_wdata[7],9.86
net623,9.86
net850,9.86
net907,9.86
net984,9.86
net989,9.86
net1002,9.86
net1223,9.86
net1538,9.86
_01571_,9.84
_02600_,9.84
_02698_,9.84
_04653_,9.84
_07363_,9.84
net385,9.84
_01001_,9.82
_01953_,9.82
_01984_,9.82
_03004_,9.82
_03646_,9.82
_04390_,9.82
_04392_,9.82
_05001_,9.82
_06668_,9.82
_06915_,9.82
net933,9.82
net1208,9.82
net1515,9.82
_00522_,9.805
_02505_,9.8
_04987_,9.8
_05104_,9.8
cpuregs\[14\]\[18\],9.785
_01768_,9.78
_04042_,9.78
_04145_,9.78
_04582_,9.78
_04587_,9.78
_05063_,9.78
_05334_,9.78
_05835_,9.78
_06430_,9.78
net463,9.78
net823,9.78
_01335_,9.765
_01485_,9.765
_07393_,9.76
reg_out\[19\],9.76
net943,9.76
net1034,9.76
net1134,9.76
net1295,9.76
net1304,9.76
net1326,9.76
net1405,9.76
net1486,9.76
net1541,9.76
_06022_,9.74
_06170_,9.74
_07226_,9.74
net1419,9.74
net1447,9.74
_01318_,9.725
_02282_,9.72
_05713_,9.72
_06197_,9.72
net569,9.72
net843,9.72
net1087,9.72
net1259,9.72
_00881_,9.705
net572,9.705
_04190_,9.7
net1054,9.7
net1242,9.7
_01192_,9.685
_03207_,9.68
net1228,9.68
net1620,9.68
_02312_,9.66
_06398_,9.66
net699,9.66
net1039,9.66
net1252,9.66
net1328,9.66
net1391,9.66
net1526,9.66
_02897_,9.65
mem_wdata[7],9.65
net340,9.65
net248,9.65
_00206_,9.645
_01305_,9.645
_01215_,9.64
_04964_,9.64
_06053_,9.64
_06970_,9.64
net267,9.64
net272,9.64
net278,9.64
net254,9.64
net258,9.64
net281,9.64
net297,9.64
net304,9.64
net308,9.64
net287,9.64
net290,9.64
net318,9.64
net341,9.64
net342,9.64
net345,9.64
net320,9.64
net349,9.64
net350,9.64
net325,9.64
net952,9.64
net1478,9.64
_00142_,9.62
_03351_,9.62
_05862_,9.62
cpuregs\[31\]\[21\],9.62
net139,9.62
net1145,9.62
mem_addr[4],9.61
_02492_,9.6
_04352_,9.6
net525,9.6
net898,9.6
_04005_,9.59
_00593_,9.585
_02359_,9.58
_02422_,9.58
_02498_,9.58
_03056_,9.58
_04430_,9.58
_04479_,9.58
cpuregs\[7\]\[29\],9.58
net1104,9.58
_03743_,9.57
_04728_,9.56
_06097_,9.56
_01035_,9.545
_02737_,9.54
_04458_,9.54
cpuregs\[1\]\[24\],9.54
net659,9.54
_01625_,9.52
_02140_,9.52
_05327_,9.52
_06077_,9.52
_07275_,9.52
net444,9.52
net456,9.52
_01842_,9.5
_03045_,9.5
_03903_,9.5
_05881_,9.5
_06864_,9.5
cpuregs\[21\]\[28\],9.5
net624,9.5
net734,9.5
net797,9.5
net1053,9.5
net1482,9.5
_03043_,9.49
_01597_,9.48
_01607_,9.48
_02055_,9.48
_02911_,9.48
_03893_,9.48
_04613_,9.48
_04971_,9.48
_05702_,9.48
_06442_,9.48
_07044_,9.48
_07196_,9.48
cpuregs\[23\]\[8\],9.48
net1270,9.48
_01151_,9.465
_02259_,9.46
net1303,9.46
_03103_,9.455
_00727_,9.445
_01128_,9.445
_01271_,9.445
_01621_,9.44
_03822_,9.44
_04672_,9.44
_05443_,9.44
_05466_,9.44
_06587_,9.44
_07375_,9.44
cpuregs\[23\]\[17\],9.44
net1587,9.44
_01733_,9.42
_03841_,9.42
_04206_,9.42
_04297_,9.42
_04337_,9.42
_04975_,9.42
_05117_,9.42
net530,9.405
_01722_,9.4
_01747_,9.4
_02489_,9.4
_03624_,9.4
_04519_,9.4
_04614_,9.4
_07240_,9.4
cpuregs\[31\]\[23\],9.4
net902,9.4
net941,9.4
net947,9.4
net1372,9.4
net1373,9.4
net1399,9.4
net1619,9.4
_01065_,9.385
_07582_,9.385
_05440_,9.38
_06489_,9.38
net311,9.37
cpuregs\[14\]\[26\],9.365
cpuregs\[2\]\[3\],9.365
_01259_,9.36
_02278_,9.36
_03155_,9.36
_03188_,9.36
_04108_,9.36
_04803_,9.36
_07040_,9.36
net1083,9.36
net1398,9.36
net1406,9.36
net1545,9.36
_00836_,9.34
_05750_,9.34
_07534_,9.34
cpuregs\[19\]\[13\],9.34
_00536_,9.325
_04778_,9.32
_05170_,9.32
_05436_,9.32
_05480_,9.32
_06364_,9.32
net723,9.32
_02370_,9.3
_03804_,9.3
_05250_,9.3
net717,9.3
net753,9.3
net1066,9.3
net1122,9.3
net1183,9.3
_00678_,9.285
_01078_,9.285
_01640_,9.28
_02796_,9.28
_02940_,9.28
_04251_,9.28
_06036_,9.28
_06160_,9.28
_06161_,9.28
_07548_,9.28
net475,9.28
net563,9.28
net1290,9.28
net1424,9.28
net1606,9.28
_00108_,9.26
_02638_,9.26
_02857_,9.26
_07441_,9.26
net1173,9.26
net1220,9.26
net1463,9.26
net1565,9.26
_02385_,9.25
_00754_,9.245
net558,9.245
net574,9.245
_02199_,9.24
_02952_,9.24
_03152_,9.24
_03863_,9.24
cpuregs\[17\]\[24\],9.24
net1141,9.24
_00277_,9.225
mem_la_wdata[24],9.21
_05540_,9.2
net619,9.2
net646,9.2
net799,9.2
net990,9.2
net1117,9.2
net1544,9.2
_00761_,9.185
_01457_,9.185
_05519_,9.18
_06993_,9.18
mem_rdata[8],9.18
net1662,9.18
_02599_,9.17
_01537_,9.165
_01120_,9.16
_03190_,9.16
_03386_,9.16
_04168_,9.16
_04213_,9.16
_04580_,9.16
_04657_,9.16
_06562_,9.16
net416,9.16
net1003,9.16
net1329,9.16
net1342,9.16
pcpi_rs2[19],9.15
_00882_,9.145
_03907_,9.14
_04070_,9.14
_06087_,9.14
_07436_,9.14
net702,9.14
net844,9.14
net1233,9.14
net1377,9.14
_00452_,9.125
_00172_,9.12
_04407_,9.12
_04442_,9.12
_04733_,9.12
_05637_,9.12
_05818_,9.12
_06185_,9.12
_06736_,9.12
_07351_,9.12
cpuregs\[27\]\[14\],9.12
net1269,9.1
_00527_,9.095
_00131_,9.085
_06886_,9.08
net581,9.08
_01027_,9.06
_02592_,9.06
_03576_,9.06
_04393_,9.06
_05531_,9.06
net400,9.06
_00969_,9.045
_04724_,9.04
_06880_,9.04
_06931_,9.04
_07311_,9.04
_07508_,9.04
net160,9.04
net1138,9.04
net1301,9.04
_06563_,9.035
_00648_,9.025
_01441_,9.025
_01785_,9.02
_01912_,9.02
_04199_,9.02
_04446_,9.02
_04467_,9.02
_05212_,9.02
_05356_,9.02
_05872_,9.02
_05982_,9.02
_06946_,9.02
_07048_,9.02
_07050_,9.02
_07333_,9.02
_07467_,9.02
alu_out_q\[17\],9.02
alu_out_q\[19\],9.02
_00228_,9.005
_02552_,9
_01236_,8.985
_01648_,8.98
_03053_,8.98
_03764_,8.98
_04014_,8.98
_04435_,8.98
_06547_,8.98
_06804_,8.98
_06813_,8.98
_06814_,8.98
net1072,8.98
net271,8.97
mem_la_wdata[18],8.97
_05479_,8.96
_05731_,8.96
_07349_,8.96
mem_addr[22],8.96
mem_la_addr[31],8.96
mem_la_wdata[28],8.96
mem_la_wdata[2],8.96
mem_la_wdata[5],8.96
mem_wdata[18],8.96
mem_wdata[9],8.96
pcpi_rs1[16],8.96
pcpi_rs1[21],8.96
pcpi_rs1[25],8.96
net834,8.96
net1643,8.96
mem_la_addr[22],8.95
_01996_,8.94
_02487_,8.94
_05196_,8.94
_06738_,8.94
_06857_,8.94
_06882_,8.94
alu_out_q\[7\],8.94
net652,8.94
net658,8.94
net762,8.94
net988,8.94
net1064,8.94
net1114,8.94
net1126,8.94
net1212,8.94
net1283,8.94
net1336,8.94
net1412,8.94
net1496,8.94
net1586,8.94
net1634,8.94
net1638,8.94
mem_addr[20],8.93
mem_addr[28],8.93
mem_wdata[17],8.93
net347,8.93
_02750_,8.92
_04123_,8.92
_04696_,8.92
_05453_,8.92
_05919_,8.92
net1258,8.92
_02424_,8.915
cpuregs\[7\]\[0\],8.91
_01456_,8.905
_02001_,8.9
_02581_,8.9
_03120_,8.9
_03910_,8.9
_05190_,8.9
_05349_,8.9
_05839_,8.9
_06560_,8.9
_06669_,8.9
_06709_,8.9
_07540_,8.9
cpuregs\[18\]\[1\],8.9
net374,8.9
net521,8.9
net566,8.9
net684,8.9
net729,8.9
net842,8.9
net1036,8.9
net1284,8.9
_01183_,8.885
_05624_,8.88
_05985_,8.88
_06137_,8.88
_00642_,8.865
_00901_,8.865
_02361_,8.86
_03113_,8.86
_07222_,8.86
_07342_,8.86
_00437_,8.845
_01685_,8.84
_01775_,8.84
_05138_,8.84
mem_rdata[11],8.84
mem_rdata[28],8.84
mem_rdata[2],8.84
mem_rdata[31],8.84
net510,8.84
net671,8.84
net1415,8.84
net1506,8.84
net1567,8.84
net1642,8.84
_01998_,8.82
_02746_,8.82
_03668_,8.82
_04027_,8.82
_04909_,8.82
_04977_,8.82
_05363_,8.82
_05815_,8.82
net148,8.82
net631,8.82
net1024,8.82
net1490,8.82
mem_rdata[0],8.81
_00048_,8.805
_01502_,8.8
_04673_,8.8
net545,8.8
net759,8.8
net764,8.8
net808,8.8
net1063,8.8
net1407,8.8
net1410,8.8
net1582,8.8
_00559_,8.785
_01135_,8.785
_06118_,8.78
cpuregs\[29\]\[17\],8.78
net540,8.78
net1452,8.78
_00855_,8.765
_01300_,8.76
_04419_,8.76
net1388,8.76
pcpi_rs1[1],8.75
_00972_,8.745
_01681_,8.74
_04534_,8.74
_04757_,8.74
alu_out_q\[5\],8.74
net561,8.74
net755,8.74
_00296_,8.725
_00702_,8.725
_01157_,8.725
_01433_,8.725
mem_rdata[10],8.72
mem_rdata[16],8.72
mem_rdata[26],8.72
net413,8.72
net650,8.72
net720,8.72
net921,8.72
net1628,8.72
_03065_,8.7
_04584_,8.7
_04695_,8.7
_05878_,8.7
_06001_,8.7
_06483_,8.7
_07608_,8.7
net1055,8.7
_07612_,8.695
_00163_,8.685
_03963_,8.68
_05724_,8.68
_05825_,8.68
_05897_,8.68
_06056_,8.68
_06741_,8.68
cpuregs\[8\]\[24\],8.68
_00119_,8.665
_00764_,8.665
_01723_,8.66
_02971_,8.66
_03178_,8.66
_05061_,8.66
_05428_,8.66
_06815_,8.66
alu_out_q\[11\],8.66
cpuregs\[1\]\[1\],8.66
cpuregs\[6\]\[24\],8.66
_07002_,8.655
_00236_,8.645
net1229,8.64
_06551_,8.62
_06765_,8.62
net430,8.62
_00395_,8.605
_00656_,8.605
_01076_,8.605
_01179_,8.605
_00867_,8.6
_00994_,8.6
_00999_,8.6
_01014_,8.6
_01016_,8.6
_01562_,8.6
_01679_,8.6
_01885_,8.6
_02681_,8.6
_03039_,8.6
_03402_,8.6
_03422_,8.6
_04429_,8.6
_05567_,8.6
_05639_,8.6
_06664_,8.6
net490,8.6
net502,8.6
net550,8.6
net714,8.6
net851,8.6
_01529_,8.585
_02550_,8.58
_02707_,8.58
_04958_,8.58
_05054_,8.58
_05524_,8.58
_07006_,8.58
cpuregs\[20\]\[13\],8.58
net641,8.58
_00020_,8.56
_00088_,8.56
_01592_,8.56
_01917_,8.56
_02691_,8.56
_02957_,8.56
_02990_,8.56
_04272_,8.56
_05394_,8.56
_06107_,8.56
_06557_,8.56
_06688_,8.56
_07007_,8.56
net149,8.56
net471,8.56
net1113,8.56
_02753_,8.55
_00316_,8.525
_00805_,8.525
alu_out\[3\],8.525
_02059_,8.52
_06883_,8.52
_07009_,8.52
net653,8.51
_04331_,8.505
_01544_,8.5
_01712_,8.5
_01830_,8.5
_03536_,8.5
_04480_,8.5
_04599_,8.5
_05018_,8.5
_05207_,8.5
_05234_,8.5
_05416_,8.5
_05568_,8.5
_06362_,8.5
_06545_,8.5
_07305_,8.5
instr_srai,8.5
mem_addr[21],8.5
mem_addr[2],8.5
net664,8.5
net1475,8.5
_05931_,8.49
_00029_,8.485
_00201_,8.485
_01725_,8.48
_02266_,8.48
_02618_,8.48
_04021_,8.48
_04969_,8.48
_05154_,8.48
_05286_,8.48
_05641_,8.48
_06024_,8.48
_06849_,8.48
_07537_,8.48
net801,8.48
net887,8.48
net963,8.48
net1094,8.48
net1143,8.48
net1245,8.48
net1248,8.48
net1273,8.48
net1445,8.48
net1462,8.48
net1467,8.48
net1469,8.48
net1530,8.48
mem_addr[30],8.47
pcpi_rs2[3],8.47
_00917_,8.46
_01400_,8.46
_00034_,8.44
_01593_,8.44
_01669_,8.44
_01759_,8.44
_02052_,8.44
_02258_,8.44
_02453_,8.44
_02650_,8.44
_02864_,8.44
_04571_,8.44
_04586_,8.44
_04791_,8.44
_05151_,8.44
_05550_,8.44
_05990_,8.44
_06762_,8.44
_06963_,8.44
_07293_,8.44
_07432_,8.44
_07460_,8.44
_07472_,8.44
_07512_,8.44
net136,8.44
net929,8.44
net993,8.44
net1492,8.44
net1554,8.44
_00992_,8.435
_01956_,8.42
_00241_,8.405
_00254_,8.405
_01557_,8.4
_01806_,8.4
_01929_,8.4
_02420_,8.4
_04927_,8.4
_05325_,8.4
_06273_,8.4
_07082_,8.4
_07469_,8.4
net359,8.4
_00517_,8.38
_05701_,8.38
net534,8.38
net635,8.38
net713,8.38
net766,8.38
net779,8.38
net802,8.38
net815,8.38
net831,8.38
net982,8.38
net1118,8.38
net1234,8.38
net1414,8.38
net1596,8.38
_01274_,8.375
_00120_,8.365
_01390_,8.365
_01908_,8.36
_02881_,8.36
_06701_,8.36
_07543_,8.36
net603,8.36
net878,8.36
net1387,8.36
_02765_,8.34
_04329_,8.34
_05957_,8.34
net608,8.34
net818,8.34
net846,8.34
net925,8.34
net1142,8.34
net1491,8.34
net1557,8.34
net1654,8.34
_01398_,8.32
_02485_,8.32
_05855_,8.32
cpuregs\[31\]\[1\],8.32
net937,8.32
net944,8.32
net1444,8.32
_04471_,8.315
_00282_,8.305
_00366_,8.305
_00753_,8.305
_00381_,8.3
_03758_,8.3
_04231_,8.3
_05074_,8.3
net309,8.29
_01475_,8.285
_07595_,8.285
_01059_,8.28
_01665_,8.28
_02772_,8.28
_04216_,8.28
_06571_,8.28
net576,8.28
net758,8.28
net778,8.28
net1189,8.28
net1236,8.28
net1333,8.28
_05653_,8.27
_00555_,8.265
_00632_,8.265
_01412_,8.265
_07610_,8.26
net847,8.26
net955,8.26
net1152,8.26
mem_la_wdata[9],8.25
pcpi_rs1[28],8.25
_06297_,8.245
_02495_,8.24
_05946_,8.24
cpuregs\[22\]\[13\],8.24
_00144_,8.225
_03492_,8.22
_03919_,8.22
_04610_,8.22
net1067,8.22
net1321,8.22
_05979_,8.2
_06916_,8.2
_07292_,8.2
_01286_,8.185
_02770_,8.18
_02788_,8.18
_04507_,8.18
_07389_,8.18
mem_rdata_q\[4\],8.18
_06927_,8.17
_00519_,8.165
_04017_,8.16
_05693_,8.16
_06415_,8.16
_06718_,8.16
_07167_,8.16
_04219_,8.155
_02993_,8.14
_04079_,8.14
_04713_,8.14
_04889_,8.14
_05332_,8.14
_05978_,8.14
_06178_,8.14
_07395_,8.14
net621,8.14
net1601,8.14
_02760_,8.12
_04970_,8.12
_05290_,8.12
_05425_,8.12
_05536_,8.12
_05856_,8.12
cpuregs\[21\]\[7\],8.12
_00100_,8.105
_01124_,8.1
_01675_,8.1
_01940_,8.1
_02072_,8.1
_02988_,8.1
_04117_,8.1
_04268_,8.1
_04489_,8.1
_05003_,8.1
_05229_,8.1
_05384_,8.1
_05734_,8.1
_06305_,8.1
_06491_,8.1
_06592_,8.1
_07380_,8.1
_07550_,8.1
_02499_,8.08
_02754_,8.08
instr_slli,8.08
pcpi_rs1[5],8.07
_00314_,8.065
_00658_,8.065
_00930_,8.065
_00980_,8.065
_01213_,8.065
_01350_,8.065
_01389_,8.065
_01403_,8.065
_01603_,8.06
_03115_,8.06
_03974_,8.06
_03988_,8.06
_04628_,8.06
_05360_,8.06
_06580_,8.06
_07414_,8.06
_07426_,8.06
_07455_,8.06
net378,8.06
_00471_,8.055
_02028_,8.04
_04232_,8.04
_06749_,8.04
_07266_,8.04
_07286_,8.04
mem_addr[15],8.04
mem_addr[8],8.04
mem_la_addr[19],8.04
mem_la_addr[7],8.04
mem_la_addr[9],8.04
mem_la_wdata[19],8.04
mem_la_wdata[22],8.04
mem_wdata[15],8.04
mem_wdata[16],8.04
mem_wdata[20],8.04
mem_wdata[4],8.04
pcpi_rs1[15],8.04
pcpi_rs1[29],8.04
pcpi_rs1[3],8.04
pcpi_rs2[17],8.04
pcpi_rs2[18],8.04
pcpi_rs2[31],8.04
pcpi_rs2[8],8.04
net496,8.04
_00557_,8.025
_00610_,8.025
_01032_,8.025
_01075_,8.025
_01173_,8.025
_01489_,8.025
alu_out\[0\],8.025
_00833_,8.02
_01613_,8.02
_02002_,8.02
_02677_,8.02
_03689_,8.02
_03953_,8.02
_04788_,8.02
_05026_,8.02
_05099_,8.02
_05422_,8.02
_05481_,8.02
_05485_,8.02
_05501_,8.02
_06125_,8.02
_06518_,8.02
_06531_,8.02
net375,8.02
net503,8.02
net615,8.02
net686,8.02
net813,8.02
net893,8.02
net895,8.02
net950,8.02
net977,8.02
net1016,8.02
net1116,8.02
net1174,8.02
net1203,8.02
net1395,8.02
net1431,8.02
net1494,8.02
net1498,8.02
_01454_,8.015
_01200_,8.005
_02596_,8
_04656_,8
_06387_,8
net511,8
_01716_,7.98
_01942_,7.98
_03300_,7.98
_03416_,7.98
_03421_,7.98
_05072_,7.98
_05130_,7.98
_05195_,7.98
_05362_,7.98
_05590_,7.98
_05760_,7.98
_06139_,7.98
_06764_,7.98
_07224_,7.98
_07326_,7.98
net595,7.98
net980,7.98
_04501_,7.96
_02711_,7.955
_00041_,7.94
_00186_,7.94
_00231_,7.94
_01224_,7.94
_01329_,7.94
_01438_,7.94
_01572_,7.94
_01980_,7.94
_03682_,7.94
_04421_,7.94
_04462_,7.94
_04570_,7.94
_05302_,7.94
_05377_,7.94
_06526_,7.94
_06616_,7.94
_07083_,7.94
_07112_,7.94
_07120_,7.94
_07565_,7.94
_07566_,7.94
_00368_,7.925
_00023_,7.92
_00312_,7.92
_01522_,7.92
_02554_,7.92
_03315_,7.92
_04697_,7.92
_04824_,7.92
_07134_,7.92
alu_out_q\[25\],7.92
mem_la_addr[13],7.92
net612,7.92
net642,7.92
